gene_callers_id	t_superkingdom	t_phylum	t_class	t_order	t_family	t_genus	t_species
NZ_HG326224.1|read500	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium perfringens
NZ_HG326224.1|read501	Bacteria	Firmicutes					
NZ_HG326224.1|read503							
NZ_HG326224.1|read504	Bacteria	Firmicutes					
NZ_HG326224.1|read505	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna
NZ_HG326224.1|read506	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna
NZ_HG326224.1|read507	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae		
NZ_HG326224.1|read508	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	
NZ_HG326224.1|read509	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326224.1|read518	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae		
NZ_HG326224.1|read523	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326224.1|read531	Bacteria	Firmicutes					
NZ_HG326224.1|read535	Bacteria	Firmicutes	Clostridia				
NZ_HG326224.1|read536	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum
NZ_HG326224.1|read537	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum
NZ_HG326224.1|read538	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
NZ_HG326224.1|read539	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium tetani
NZ_HG326224.1|read540	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae		
NZ_HG326224.1|read541	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Parvimonas	
NZ_HG326224.1|read542	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] bolteae
NZ_HG326224.1|read543	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326224.1|read544	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326224.1|read546	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna
NZ_HG326224.1|read547	Bacteria	Firmicutes					
NZ_HG326224.1|read548	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	
NZ_HG326224.1|read549	Bacteria	Firmicutes					
NZ_HG326224.1|read557	Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Hungateiclostridium	Hungateiclostridium thermocellum
NZ_HG326224.1|read558	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326224.1|read559	Bacteria	Firmicutes	Tissierellia	Tissierellales			
NZ_HG326224.1|read560	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Caldicellulosiruptor	
NZ_HG326224.1|read573	Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Ruminiclostridium	
NZ_HG326224.1|read577	Bacteria						
NZ_HG326224.1|read578	Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Ruminiclostridium	Ruminiclostridium papyrosolvens
NZ_HG326224.1|read579	Bacteria						
NZ_HG326224.1|read581	Bacteria	Firmicutes	Tissierellia	Tissierellales			
NZ_HG326224.1|read583	Bacteria	Firmicutes					
NZ_HG326224.1|read584	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae		
NZ_HG326224.1|read585	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326224.1|read586	Bacteria						
NZ_HG326224.1|read588	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae		
NZ_HG326224.1|read592	Bacteria	Firmicutes					
NZ_HG326224.1|read593	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna
NZ_HG326224.1|read594	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna
NZ_HG326224.1|read597	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326224.1|read599	Bacteria	Firmicutes					
NZ_HG326224.1|read600	Bacteria	Firmicutes					
NZ_HG326224.1|read601	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	
NZ_HG326224.1|read603	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum
NZ_HG326224.1|read604	Bacteria	Firmicutes					
NZ_HG326224.1|read605	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae		
NZ_HG326224.1|read606	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum
NZ_HG326224.1|read611	Bacteria	Firmicutes	Tissierellia				
NZ_HG326224.1|read612	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Parvimonas	
NZ_HG326224.1|read613	Bacteria	Firmicutes	Clostridia				
NZ_HG326224.1|read614	Bacteria	Firmicutes	Tissierellia	Tissierellales			
NZ_HG326224.1|read615	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae		
NZ_HG326224.1|read616	Bacteria	Firmicutes					
NZ_HG326224.1|read617	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum
NZ_HG326224.1|read618	Bacteria	Firmicutes					
NZ_HG326224.1|read619	Bacteria	Firmicutes					
NZ_HG326224.1|read620	Bacteria	Firmicutes					
NZ_HG326224.1|read621	Bacteria	Firmicutes					
NZ_HG326224.1|read622	Bacteria	Firmicutes					
NZ_HG326224.1|read624	Bacteria	Firmicutes	Tissierellia				
NZ_HG326224.1|read625	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Parvimonas	Parvimonas micra
NZ_HG326224.1|read627	Bacteria	Firmicutes					
NZ_HG326224.1|read628	Bacteria	Firmicutes					
NZ_HG326224.1|read629	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Parvimonas	Parvimonas micra
NZ_HG326224.1|read630	Bacteria	Firmicutes	Tissierellia	Tissierellales			
NZ_HG326224.1|read631	Bacteria	Firmicutes					
NZ_HG326224.1|read634	Bacteria	Firmicutes					
NZ_HG326224.1|read642	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium perfringens
NZ_HG326224.1|read643	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridioides	Clostridioides difficile
NZ_HG326224.1|read644	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Parvimonas	Parvimonas micra
NZ_HG326224.1|read645	Bacteria	Firmicutes	Tissierellia	Tissierellales			
NZ_HG326224.1|read646	Bacteria	Firmicutes	Tissierellia	Tissierellales			
NZ_HG326224.1|read647	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Paraclostridium	Paraclostridium bifermentans
NZ_HG326224.1|read648	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326224.1|read649	Bacteria	Firmicutes					
NZ_HG326224.1|read659	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326224.1|read660	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	
NZ_HG326224.1|read661	Bacteria	Firmicutes					
NZ_HG326224.1|read663	Bacteria	Firmicutes					
NZ_HG326224.1|read664	Bacteria	Firmicutes					
NZ_HG326224.1|read665	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	
NZ_HG326224.1|read666	Bacteria	Firmicutes					
NZ_HG326224.1|read667	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae		
NZ_HG326224.1|read668	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridioides	Clostridioides difficile
NZ_HG326224.1|read669	Bacteria						
NZ_HG326224.1|read672	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326224.1|read673	Bacteria	Firmicutes					
NZ_HG326224.1|read678	Bacteria	Firmicutes	Tissierellia				
NZ_HG326224.1|read685	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae		
NZ_HG326224.1|read686	Bacteria	Firmicutes	Bacilli	Bacillales			
NZ_HG326224.1|read687	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae		
NZ_HG326224.1|read688	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
NZ_HG326224.1|read689	Bacteria	Firmicutes					
NZ_HG326224.1|read690	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	
NZ_HG326224.1|read691	Bacteria	Firmicutes					
NZ_HG326224.1|read695	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria weaveri
NZ_HG326224.1|read698	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326224.1|read699	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus firmus
NZ_HG326224.1|read700	Bacteria	Firmicutes	Tissierellia				
NZ_HG326224.1|read701	Bacteria	Firmicutes	Tissierellia				
NZ_HG326224.1|read704	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326224.1|read707	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	Anaerococcus hydrogenalis
NZ_HG326224.1|read709	Bacteria	Firmicutes					
NZ_HG326224.1|read711	Bacteria	Firmicutes					
NZ_HG326224.1|read712	Bacteria	Firmicutes					
NZ_HG326224.1|read714	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	
NZ_HG326224.1|read722	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326224.1|read723	Bacteria						
NZ_HG326224.1|read725	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna
NZ_HG326224.1|read728	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326224.1|read732	Bacteria	Firmicutes					
NZ_HG326224.1|read737	Bacteria	Firmicutes					
NZ_HG326224.1|read738	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326224.1|read739	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium necrophorum
NZ_HG326224.1|read740	Bacteria						
NZ_HG326224.1|read741	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	
NZ_HG326224.1|read759	Bacteria	Firmicutes					
NZ_HG326224.1|read760	Bacteria	Firmicutes					
NZ_HG326224.1|read762	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	
NZ_HG326224.1|read764	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema denticola
NZ_HG326224.1|read766	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Thermoanaerobacterium	
NZ_HG326224.1|read767	Bacteria	Firmicutes					
NZ_HG326224.1|read768	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae		
NZ_HG326224.1|read769	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus azotoformans
NZ_HG326224.1|read770	Bacteria	Firmicutes					
NZ_HG326224.1|read772	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Parvimonas	
NZ_HG326224.1|read773	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Parvimonas	
NZ_HG326224.1|read775	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna
NZ_HG326224.1|read777	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Parvimonas	
NZ_HG326224.1|read780	Bacteria	Firmicutes					
NZ_HG326224.1|read781	Bacteria	Firmicutes					
NZ_HG326224.1|read782	Bacteria	Firmicutes	Tissierellia				
NZ_HG326224.1|read785	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326224.1|read786	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Facklamia	Facklamia languida
NZ_HG326224.1|read787	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326224.1|read790	Bacteria	Firmicutes					
NZ_HG326224.1|read792	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae		
NZ_HG326224.1|read794	Bacteria	Firmicutes	Bacilli	Lactobacillales			
NZ_HG326224.1|read795	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacter	
NZ_HG326224.1|read796	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	
NZ_HG326224.1|read797	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	
NZ_HG326224.1|read803	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna
NZ_HG326224.1|read806	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus	
NZ_HG326224.1|read807	Bacteria	Firmicutes					
NZ_HG326224.1|read808	Bacteria	Firmicutes					
NZ_HG326224.1|read812	Bacteria	Firmicutes	Tissierellia	Tissierellales			
NZ_HG326224.1|read813	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna
NZ_HG326224.1|read814	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae		
NZ_HG326224.1|read816	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	
NZ_HG326224.1|read819	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326224.1|read820	Bacteria	Firmicutes					
NZ_HG326224.1|read821	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326224.1|read822	Bacteria	Firmicutes					
NZ_HG326224.1|read823	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
NZ_HG326224.1|read824	Bacteria	Firmicutes	Tissierellia	Tissierellales			
NZ_HG326224.1|read826	Bacteria						
NZ_HG326224.1|read827	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326224.1|read828	Bacteria	Firmicutes					
NZ_HG326224.1|read832	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
NZ_HG326224.1|read845	Bacteria	Firmicutes	Tissierellia				
NZ_HG326224.1|read846	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	
NZ_HG326224.1|read847	Bacteria	Firmicutes					
NZ_HG326224.1|read848	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfotomaculum	
NZ_HG326224.1|read849	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus	
NZ_HG326224.1|read851	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326224.1|read853	Bacteria	Firmicutes	Tissierellia				
NZ_HG326224.1|read854	Bacteria	Firmicutes					
NZ_HG326224.1|read855	Bacteria	Firmicutes	Tissierellia				
NZ_HG326224.1|read857	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptoclostridium	
NZ_HG326224.1|read858	Bacteria	Firmicutes	Tissierellia				
NZ_HG326224.1|read859	Bacteria	Firmicutes	Tissierellia	Tissierellales			
NZ_HG326224.1|read872	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326224.1|read877	Bacteria	Firmicutes	Tissierellia	Tissierellales			
NZ_HG326224.1|read879	Bacteria	Firmicutes	Tissierellia				
NZ_HG326224.1|read880	Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Hungateiclostridium	Hungateiclostridium thermocellum
NZ_HG326224.1|read881	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus	Peptostreptococcus anaerobius
NZ_HG326224.1|read883	Bacteria	Firmicutes	Tissierellia				
NZ_HG326224.1|read884	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326224.1|read885	Bacteria						
NZ_HG326224.1|read889	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Thermoanaerobacterium	Thermoanaerobacterium thermosaccharolyticum
NZ_HG326224.1|read890	Bacteria	Firmicutes	Tissierellia				
NZ_HG326224.1|read891	Bacteria	Firmicutes					
NZ_HG326224.1|read892	Bacteria	Firmicutes					
NZ_HG326224.1|read893	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Thermoanaerobacterium	Thermoanaerobacterium thermosaccharolyticum
NZ_HG326224.1|read894	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	
NZ_HG326224.1|read896	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	
NZ_HG326224.1|read906	Bacteria	Firmicutes	Clostridia				
NZ_HG326224.1|read910	Bacteria	Firmicutes	Tissierellia				
NZ_HG326224.1|read911	Bacteria	Firmicutes					
NZ_HG326224.1|read912	Bacteria	Firmicutes	Tissierellia				
NZ_HG326224.1|read913	Bacteria	Firmicutes					
NZ_HG326224.1|read917	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326224.1|read918	Bacteria	Firmicutes	Tissierellia	Tissierellales			
NZ_HG326224.1|read919	Bacteria	Firmicutes					
NZ_HG326224.1|read926	Bacteria	Spirochaetes	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	Leptospira meyeri
NZ_HG326224.1|read928	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326224.1|read929	Bacteria	Firmicutes					
NZ_HG326224.1|read930	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326224.1|read931	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	
NZ_HG326224.1|read940	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae		
NZ_HG326224.1|read942	Bacteria	Firmicutes					
NZ_HG326224.1|read945	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	
NZ_HG326224.1|read946	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326224.1|read947	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	
NZ_HG326224.1|read948	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
NZ_HG326224.1|read950	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter	Arcobacter butzleri
NZ_HG326224.1|read952	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	
NZ_HG326224.1|read954	Bacteria	Firmicutes					
NZ_HG326224.1|read955	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326224.1|read956	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326224.1|read957	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326224.1|read959	Bacteria	Firmicutes	Tissierellia				
NZ_HG326224.1|read960	Bacteria	Firmicutes					
NZ_HG326224.1|read961	Bacteria	Firmicutes	Tissierellia	Tissierellales			
NZ_HG326224.1|read962	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
NZ_HG326224.1|read963	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326224.1|read972	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326224.1|read973	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium
NZ_HG326224.1|read974	Bacteria	Firmicutes					
NZ_HG326224.1|read975	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	
NZ_HG326224.1|read976	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326224.1|read977	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	Selenomonas noxia
NZ_HG326224.1|read979	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326224.1|read980	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Caldanaerobacter	Caldanaerobacter subterraneus
NZ_HG326224.1|read981	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae		
NZ_HG326224.1|read982	Bacteria	Firmicutes	Tissierellia	Tissierellales			
NZ_HG326224.1|read989	Bacteria						
NZ_HG326224.1|read992	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna
NZ_HG326224.1|read995	Bacteria	Firmicutes					
NZ_HG326224.1|read996	Bacteria	Firmicutes					
NZ_HG326224.1|read997	Bacteria	Firmicutes	Tissierellia	Tissierellales			
NZ_HG326224.1|read998	Bacteria	Firmicutes	Tissierellia				
NZ_HG326224.1|read999	Bacteria	Firmicutes					
NZ_HG326224.1|read1000	Bacteria						
NZ_HG326224.1|read1001	Bacteria	Firmicutes	Negativicutes				
NZ_HG326224.1|read1005	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Caldicellulosiruptor	
NZ_HG326224.1|read1006	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Lysinibacillus	Lysinibacillus fusiformis
NZ_HG326224.1|read1007	Bacteria	Firmicutes					
NZ_HG326224.1|read1009	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
NZ_HG326224.1|read1013	Bacteria						
NZ_HG326224.1|read1014	Bacteria	Firmicutes	Clostridia				
NZ_HG326224.1|read1015	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	
NZ_HG326224.1|read1016	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	
NZ_HG326224.1|read1019	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae		
NZ_HG326224.1|read1020	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Parageobacillus	Parageobacillus thermoglucosidasius
NZ_HG326224.1|read1021	Bacteria	Firmicutes	Tissierellia				
NZ_HG326224.1|read1022	Bacteria	Firmicutes	Bacilli	Bacillales			
NZ_HG326224.1|read1023	Bacteria						
NZ_HG326224.1|read1024	Bacteria	Firmicutes	Clostridia				
NZ_HG326224.1|read1031	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	
NZ_HG326224.1|read1042	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna
NZ_HG326224.1|read1043	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna
NZ_HG326224.1|read1045	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia intestinalis
NZ_HG326224.1|read1046	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
NZ_HG326224.1|read1047	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
NZ_HG326224.1|read1050	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia intestinalis
NZ_HG326224.1|read1052	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia intestinalis
NZ_HG326224.1|read1053	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia intestinalis
NZ_HG326224.1|read1054	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia intestinalis
NZ_HG326224.1|read1055	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
NZ_HG326224.1|read1056	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326224.1|read1061	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia intestinalis
NZ_HG326224.1|read1063	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
NZ_HG326224.1|read1064	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia intestinalis
NZ_HG326224.1|read1065	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia intestinalis
NZ_HG326224.1|read1070	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Catonella	Catonella morbi
NZ_HG326224.1|read1075	Bacteria						
NZ_HG326224.1|read1076	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326224.1|read1081	Bacteria	Firmicutes	Clostridia	Clostridiales			
NZ_HG326224.1|read1082	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna
NZ_HG326224.1|read1084	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae		
