"distribution","rating","review_count"
"Net-FTPServer","4.0","1"
"Net-Google-Calendar","4.8","5"
"Net-Google-DataAPI","4.0","1"
"Net-Google-GData","1.0","1"
"Net-GrowlClient","5.0","1"
"Net-HTTPServer","4.5","2"
"Net-ICal","2.0","1"
"Net-Ident","5.0","1"
"Net-Ifconfig-Wrapper","2.0","1"
"Net-ILO","4.0","1"
"Net-IMAP-Simple-SSL","4.0","1"
"Net-Interface","2.0","1"
"Net-IP-CMatch","4.0","1"
"Net-IP-Match","3.5","2"
"Net-IP-Match-Regexp","2.0","1"
"Net-IP-Match-XS","4.0","2"
"Net-IRC","3.5","2"
"Net-IRCService","2.0","1"
"Net-Jabber","2.5","4"
"Net-Jabber-Bot","5.0","1"
"Net-Laconica","1.0","1"
"Net-LDAP-Server","5.0","1"
"Net-Libdnet","3.0","1"
"Net-LimeLight-Purge","4.0","1"
"Net-Lite-XMPP","1.0","1"
"Net-LPR","3.0","2"
"Net-MAC-Vendor","4.5","2"
"Net-MacMap","1.0","1"
"Net-MovableType","5.0","1"
"Net-Msmgr","4.0","1"
"Net-MSN","3.0","1"
"Net-MySQL","3.3","3"
"Net-Netid","2.0","1"
"Net-Netmask","5.0","2"
"Net-OAuth-Simple","4.0","1"
"Net-OpenID-Consumer","2.7","3"
"Net-OpenID-JanRain","1.0","1"
"Net-OpenSSH","5.0","3"
"Net-OSCAR","4.8","4"
"Net-Pcap","4.5","2"
"Net-Ping-External","5.0","2"
"Net-PingFM","4.0","1"
"Net-Proxy","5.0","1"
"Net-RBLClient","5.0","1"
"Net-Rendezvous-Publish","4.5","2"
"Net-Rendezvous-Publish-Backend-Apple","4.0","1"
"Net-Rsh","2.0","1"
"Net-Server","3.5","6"
"Net-Server-Mail","5.0","1"
"Net-Server-POP3proxy","5.0","1"
"Net-SFTP","2.3","4"
"Net-SFTP-Foreign","5.0","4"
"Net-SFTP-Foreign-Backend-Net_SSH2","3.0","1"
"Net-SFTP-Recursive","1.0","1"
"Net-SIP","5.0","1"
"Net-SMS","1.0","1"
"Net-SMS-Mtnsms","1.0","1"
"Net-SMS-PChome","1.0","1"
"Net-SMS-WAY2SMS","4.0","1"
"Net-SMS-Web","1.0","1"
"Net-SMTP-TLS","3.5","2"
"Net-SMTP_auth","5.0","2"
"Net-Squid-Purge","1.0","1"
"Net-SSH","3.5","2"
"Net-SSH-Expect","3.0","1"
"Net-SSH-Perl","3.6","11"
"Net-SSH2","3.5","4"
"Net-SSLeay","5.0","2"
"Net-Stomp","5.0","3"
"Net-STOMP-Client","5.0","1"
"Net-Telnet","4.0","4"
"Net-Telnet-Cisco","4.3","3"
"Net-Telnet-Options","3.0","1"
"Net-Traceroute-PurePerl","5.0","1"
"Net-Trackback","4.0","1"
"Net-Twitter","4.2","6"
"Net-Twitter-Lite","5.0","3"
"Net-UCP","3.7","3"
"Net-validMX","2.0","1"
"Net-VNC","5.0","1"
"Net-Whois","1.0","3"
"Net-Whois-IANA","2.0","1"
"Net-Whois-IP","1.0","1"
"Net-Whois-Parser","5.0","1"
"Net-Whois-Raw","5.0","2"
"Net-XWhois","3.0","2"
"Net-YahooMessenger","1.0","1"
"Net-Z3950-ZOOM","2.5","2"
"NetAddr-IP","5.0","3"
"NetApp","5.0","1"
"Netscape-Bookmarks","3.0","1"
"NetServer-SMTP","1.0","1"
"NetxAP","1.0","2"
"Net_SSLeay.pm","1.0","1"
"Nevermore","1.0","1"
"Newt","4.0","1"
"NEXT","5.0","1"
"Nmap-Parser","5.0","2"
"Nmap-Parser-XML","4.7","3"
"Nothing-Tiny","1.3","6"
"Number-Format","5.0","2"
"Number-Phone-JP","5.0","1"
"Number-Phone-US","1.0","1"
"Number-Range","5.0","1"
"Number-Spell","4.0","1"
"Number-ZipCode-JP","5.0","1"
"o2sms","5.0","1"
"OAI-Harvester","4.0","1"
"obfuscator","1.0","1"
"Object-Container","5.0","1"
"Object-Declare","4.0","1"
"Object-Destroyer","5.0","1"
"Object-Disoriented","5.0","1"
"Object-Event","5.0","1"
"Object-InsideOut","4.5","2"
"Object-Lexical","1.0","1"
"Object-Mediator","5.0","1"
"Object-MultiType","5.0","1"
"Object-New","1.0","2"
"Object-PerlDesignPatterns","3.0","4"
"Object-Simple","1.0","1"
"Object-Tiny","5.0","1"
"ObjectivePerl","4.0","1"
"Ocsinventory-Agent","5.0","1"
"ODF-lpOD","5.0","1"
"oEdtk","1.0","1"
"Ogg-Vorbis-Header","3.0","1"
"OLE-Storage_Lite","5.0","1"
"only","4.0","3"
"OO-DateTime","1.0","1"
"OODoc","4.0","1"
"OOP","1.0","1"
"OOTools","4.6","5"
"OP","1.0","1"
"OpenGL","4.3","4"
"OpenGuides","3.8","4"
"OpenOffice-OOBuilder","1.0","1"
"OpenOffice-OODoc","4.0","6"
"OpenSSL","2.0","2"
"Opt","1.0","1"
"OreOre-Danjou-HelloWorld","1.0","1"
"Oryx","3.0","1"
"OurNet-BBSAgent","1.0","1"
"OurNet-Query","5.0","1"
"Ovid","3.0","1"
"P4","3.3","3"
"p5-Finance-OFX","1.0","1"
"p5-Palm","4.5","2"
"package","1.0","4"
"Package-Constants","3.0","1"
"Package-Generator","4.0","1"
"Padre-Plugin-PerlTidy","4.0","1"
"Padre-Plugin-WebGUI","5.0","1"
"PadWalker","4.3","3"
"PApp","3.0","1"
"PApp-SQL","5.0","1"
"PAR","5.0","3"
"PAR-Packer","5.0","1"
"ParaDNS","5.0","1"
"Parallel-Forker","5.0","1"
"Parallel-ForkManager","4.3","7"
"Parallel-Iterator","5.0","1"
"Parallel-Simple","5.0","1"
"ParallelUserAgent","4.0","1"
"Params-Check","5.0","1"
"Params-Clean","1.0","1"
"Params-Util","4.7","3"
"Params-Validate","4.8","8"
"Parse-AccessLogEntry","5.0","1"
"Parse-Binary","5.0","1"
"Parse-CPAN-Packages","3.0","2"
"Parse-CSV","4.0","3"
"Parse-FixedLength","5.0","1"
"Parse-Flex","1.0","1"
"Parse-Marpa","5.0","1"
"Parse-MediaWikiDump","4.0","1"
"Parse-RecDescent","3.7","10"
"Parse-RecDescent-FAQ","4.0","1"
"Parse-Win32Registry","5.0","1"
"Parse-Yapp","4.7","6"
"ParseLex","2.0","2"
"parsenative","1.0","1"
"ParseTemplate","2.0","1"
"Passwd-Linux","3.0","2"
"Passwd-Solaris","5.0","1"
"Passwd-Unix","2.5","2"
"PatchReader","4.0","1"
"Path-Class","4.8","9"
"Path-Extended","5.0","1"
"Path-Resolver","4.0","1"
"Path-Trim","2.0","1"
"PathTools","3.8","6"
"PDF-API2","4.0","12"
"PDF-API2-0.40_18b","4.0","1"
"PDF-API2-Simple","4.7","3"
"PDF-Create","4.0","1"
"PDF-Reuse","4.6","7"
"PDF-Xtract","1.0","1"
"PDFREP","1.0","1"
"PDL","5.0","2"
"PDL-2.4.0","5.0","1"
"PDL-NetCDF","5.0","1"
"Perf-Stopwatch","5.0","1"
"perl","4.0","10"
"perl-0.0017","1.0","1"
"perl-5.8.1","4.0","1"
"perl-5.8.2","5.0","1"
"perl-Asterisk-AMI","4.0","1"
"Perl-Critic","4.4","10"
"Perl-Critic-Moose","5.0","1"
"Perl-Critic-Pulp","5.0","2"
"Perl-Dist-Strawberry","5.0","3"
"Perl-Dist-Vanilla","5.0","2"
"perl-ldap","4.3","12"
"Perl-MinimumVersion","4.0","3"
"Perl-PrereqScanner","5.0","1"
"Perl-Repository-APC","4.5","2"
"Perl-RPM","1.5","2"
"Perl-Shell","3.0","1"
"Perl-Staff","3.0","4"
"Perl-Tags","3.0","2"
"Perl-Tidy","4.6","8"
"perl-tutorial","2.0","1"
"Perl-Visualize","5.0","1"
"perl5i","5.0","1"
"perl5lib","5.0","2"
"Perl6-Attributes","5.0","2"
"Perl6-Classes","3.0","1"
"Perl6-Export-Attrs","4.0","1"
"Perl6-Junction","5.0","2"
"Perl6-Pod","1.0","1"
"Perl6-Pugs","5.0","2"
"Perl6-Refactor","1.0","1"
"Perl6-Rules","5.0","1"
"Perl6-Say","2.0","1"
"Perlbal","4.0","2"
"PerlBuildSystem","4.0","1"
"Perlcast","1.0","1"
"Perldoc-Server","4.0","1"
"PerlIO-fse","5.0","1"
"PerlIO-Util","5.0","1"
"PerlMagick","3.9","8"
"PerlQt","5.0","1"
"PerlSpeak","5.0","1"
"PerlSpec","2.0","2"
"persist","2.0","1"
"Petal","4.8","6"
"PHP-Include","1.0","1"
"PHP-Interpreter","4.0","1"
"PHP-Perlinfo","1.0","1"
"PHP-Session","4.3","4"
"Picasa","2.0","1"
"pip","4.5","2"
"Pipeline","5.0","1"
"Pixie","1.0","1"
"PJVM","5.0","1"
"Plack","4.0","4"
"Plack-App-Apache-ActionWrapper","5.0","1"
"Plagger","4.3","3"
"PLP","5.0","1"
"Plucene","3.0","2"
"PluceneSimple","1.0","1"
"pmtools","3.0","1"
"pmv","5.0","1"
"Pod-Advent","5.0","1"
"Pod-Browser","5.0","1"
"Pod-Coverage","4.5","4"
"Pod-Escapes","5.0","1"
"Pod-Html","3.0","1"
"Pod-HtmlEasy","5.0","1"
"Pod-HtmlHelp","2.0","1"
"Pod-Manual","5.0","1"
"pod-mode","4.0","2"
"Pod-Parser","3.5","2"
"Pod-Pdf","4.5","2"
"Pod-POM","3.0","2"
"Pod-POM-Web","5.0","3"
"Pod-ProjectDocs","4.8","4"
"Pod-Readme","3.5","2"
"Pod-S5","4.0","1"
"Pod-Server","5.0","1"
"Pod-Simple","4.4","8"
"Pod-Simple-Wiki","4.5","2"
"Pod-Usage-CGI","1.0","1"
"Pod-Wrap","3.0","1"
"Pod-WSDL","5.0","1"
"Pod-Xhtml","5.0","1"
"Pod-XML","4.0","1"
"pod2pdf","5.0","1"
"podlators","5.0","1"
"PodParser","5.0","1"
"PodToHTML","2.0","1"
"POE","4.9","13"
"POE-Component-Client-Asterisk-Manager","4.5","2"
"POE-Component-Client-LDAP","3.0","1"
"POE-Component-Client-Telnet","5.0","1"
"POE-Component-Cron","3.0","1"
"POE-Component-CSS-Minifier","1.0","1"
"POE-Component-EasyDBI","4.0","1"
"POE-Component-Generic","5.0","1"
"POE-Component-IRC","5.0","3"
"POE-Component-IRC-Plugin-BaseWrap","4.0","1"
"POE-Component-IRC-Plugin-Data-SimplePassword","1.0","1"
"POE-Component-IRC-Plugin-Syntax-Highlight-CSS","1.0","1"
"POE-Component-IRC-Plugin-WWW-Google-Time","1.0","1"
"POE-Component-Jabber","1.0","1"
"POE-Component-Proxy-TCP","1.0","1"
"POE-Component-Server-HTTP","5.0","1"
"POE-Component-Server-IRC","4.0","1"
"POE-Component-Server-REST","4.0","1"
"POE-Component-Server-SimpleHTTP","4.0","1"
"POE-Component-SimpleDBI","5.0","2"
"POE-Component-WebService-HtmlKitCom-FavIconFromImage","1.0","1"
"POE-Component-WebService-Validator-CSS-W3C","1.0","1"
"POE-Component-WWW-Google-Calculator","1.0","1"
"POE-Component-WWW-XKCD-AsText","1.0","1"
"POE-Component-WWW-YouTube-VideoURI","1.0","1"
"POE-Wheel-Run-Win32","4.5","2"
"POOF","2.0","1"
"POSIX-strptime","5.0","1"
"PostScript-Calendar","4.0","1"
"PostScript-Report","5.0","1"
"PowerTools-Data","4.0","1"
"PPerl","5.0","1"
"PPI","5.0","7"
"PPIx-Shorthand","4.0","1"
"PPM-Make","4.0","1"
"pQuery","4.5","2"
"Prima","5.0","2"
"Proc-Application","2.0","1"
"Proc-Class","2.0","1"
"Proc-Exists","2.5","4"
"Proc-Fork","5.0","1"
"Proc-InvokeEditor","5.0","1"
"Proc-PID-File","5.0","1"
"Proc-PID-File-Fcntl","5.0","1"
"Proc-ProcessTable","2.8","6"
"Proc-Queue","4.5","2"
"Proc-Reliable","4.5","2"
"Proc-Simple","5.0","1"
"Provision-Unix","5.0","2"
"psmon","4.0","1"
"PSQL-Query","3.0","2"
"PTools","1.0","2"
"pwhich","1.0","1"
"PXP","4.0","1"
"Python-Serialise-Pickle","3.0","2"
"Qt","3.5","2"
"QtCore","1.0","1"
"Quantum-Superpositions","5.0","1"
"Quota","5.0","1"
"quote","1.0","1"
"Rcs","4.5","2"
"Rcs-Agent","4.0","1"
"Rcs-Parser","1.0","1"
"RDF-Query","3.0","1"
"RDF-Trine","5.0","1"
"re-engine-TRE","1.0","1"
"Readonly","4.5","2"
"reform","2.0","1"
"Regexp-Any","1.0","1"
"Regexp-Assemble","5.0","2"
"Regexp-Common","4.2","6"
"Regexp-Common-debian","1.0","1"
"Regexp-Common-Email-Address","1.0","1"
"Regexp-Constant","3.0","1"
"Regexp-DefaultFlags","5.0","1"
"Regexp-Genex","5.0","1"
"Regexp-Grammars","4.0","3"
"Regexp-Log","5.0","1"
"Regexp-Log-BlueCoat","1.0","1"
"Regexp-Log-Common","5.0","2"
"Regexp-Parser","4.0","1"
"Regexp-Profanity-US","1.5","2"
"relative","4.0","1"
"release","5.0","3"
"Religion-Islam-Quran","4.0","5"
"rename","5.0","1"
"Return-Value","3.7","3"
"RiveScript","5.0","2"
"RMI","4.0","1"
"Roll","1.0","2"
"Rose","3.0","4"
"Rose-DB","5.0","1"
"Rose-DB-Object","5.0","6"
"Rose-DBx-Object-Renderer","5.0","1"
"Rose-HTML-Objects","5.0","2"
"Router-Simple","5.0","1"
"RPC-JSON","5.0","1"
"RPC-Simple","1.0","1"
"RPC-XML","4.7","3"
"RPM-Header-PurePerl","2.0","1"
"RPM-Tools","1.0","1"
"RPM-VersionSort","5.0","1"
"RPM4","1.0","1"
"RRD-Simple","5.0","4"
"RRDTool-OO","5.0","1"
"RT-Authen-ExternalAuth","5.0","1"
"RT-Client-REST","5.0","1"
"RT-Extension-MobileUI","5.0","1"
"RT-Integration-SVN","3.0","1"
"RTF-Generator","1.0","1"
"RTF-Parser","1.8","4"
"RTF-Reader","2.0","1"
"RTF-Tokenizer","5.0","1"
"RTF-Writer","4.0","1"
"RTx-Calendar","4.0","1"
"RTx-EmailCompletion","4.5","2"
"RTx-Foundry","2.0","1"
"RTx-Timeline","2.0","1"
"Runescape-Stats","5.0","2"
"Safe-Hole","5.0","1"
"Sakai-Stats","1.0","1"
"SAP-Rfc","4.7","3"
"SAP-WAS-SOAP","1.0","1"
"sapnwrfc","5.0","1"
"Scalar-List-Utils","4.6","5"
"Scalar-Util-Refcount","1.0","1"
"SCALP","1.0","1"
"Schedule-Cron","4.5","2"
"Schedule-Load","5.0","1"
"Schema-RDBMS-AUS","2.0","1"
"Scope-Upper","4.0","1"
"Scrappy","5.0","3"
"Script-isAperlScript","1.0","1"
"Script-State","5.0","1"
"Script-Sub-Import","1.5","2"
"scriptdist","3.0","1"
"Search-Binary","4.0","1"
"Search-FreeText","4.0","1"
"Search-GIN","2.0","1"
"Search-Indexer","4.0","1"
"Search-QueryParser","5.0","2"
"Search-Tools","5.0","3"
"Search-VectorSpace","5.0","1"
"Search-Xapian","3.8","4"
"self","4.7","3"
"selfvars","5.0","1"
"Sendmail-Milter","1.0","1"
"Set-Object","4.0","4"
"Set-Partition","5.0","1"
"Set-Scalar","4.5","2"
"setenv","5.0","1"
"Sex","5.0","1"
"SHARYANTO-YAML-Any","1.0","1"
"Shell-POSIX-Select","4.0","1"
"ShiftJIS-CP932-MapUTF","5.0","1"
"ShiftJIS-String","5.0","1"
"ShipIt","4.5","2"
"Shipwright","2.5","2"
"signatures","4.0","2"
"SimpleMood","1.0","1"
"SimpleMySQL","1.0","1"
"slice","1.0","1"
"Sman","3.0","2"
"Smart-Comments","5.0","3"
"SML-Template","1.0","1"
"SMS_API","3.0","1"
"SMTP-Server","1.5","2"
"Snail-CSV","1.0","1"
"SNMP-Info","5.0","1"
"SOAP-Amazon-S3","3.5","2"
"SOAP-Lite","2.9","12"
"SOAP-Lite-0.60a","4.0","1"
"SOAP-Lite-Simple","4.0","1"
"SOAP-MIME","4.0","1"
"SOAP-MySOAP","1.0","2"
"SOAP-WSDL","5.0","1"
"Solaris-NDDI","5.0","1"
"Solr","3.0","1"
"Sort-External","3.0","2"
"Sort-Flat","1.0","1"
"Sort-Key","4.7","3"
"Sort-Maker","5.0","1"
"Sort-Naturally","4.4","5"
"Sort-NoCase","1.0","5"
"Sort-Radix","1.0","1"
"Source-of-all-knowledge","1.0","1"
"Sparse","3.5","2"
"Spawn-Safe","5.0","1"
"Spiffy","1.0","2"
"SPOPS","3.7","6"
"SPOPSx-Ginsu","3.0","1"
"Spread","4.0","1"
"Spread-Message","2.0","1"
"Spread-Session","5.0","1"
"Spreadsheet-BasicRead","4.0","1"
"Spreadsheet-Engine","4.0","1"
"Spreadsheet-ParseExcel","4.7","10"
"Spreadsheet-ParseExcel-Simple","4.0","2"
"Spreadsheet-Read","4.5","2"
"Spreadsheet-WriteExcel","4.8","26"
"Spreadsheet-WriteExcel-FromXML","3.3","3"
"Spreadsheet-WriteExcel-Styler","5.0","2"
"Spreadsheet-WriteExcel-Worksheet-SheetProtection","5.0","1"
"Spreadsheet-WriteExcelXML","5.0","2"
"Spreadsheet-XLSX","3.2","5"
"SQL-Abstract","4.4","9"
"SQL-Abstract-Limit","5.0","1"
"SQL-Abstract-More","5.0","1"
"SQL-Beautify","4.0","1"
"SQL-Easy","1.0","2"
"SQL-Interpolate","5.0","1"
"SQL-Library","5.0","1"
"SQL-Maker","5.0","1"
"sql-simple","5.0","2"
"SQL-Statement","4.0","1"
"SQL-Translator","3.9","14"
"Squatting","5.0","1"
"SSH-Batch","5.0","1"
"Starman","5.0","2"
"Statistics-Basic","3.5","4"
"Statistics-Descriptive","4.5","4"
"Statistics-Distributions","4.0","2"
"Statistics-LineFit","5.0","1"
"Statistics-Lite","3.0","1"
"Statistics-OLS","1.0","1"
"Statistics-R","3.5","6"
"Statistics-Regression","3.0","1"
"Storable","5.0","3"
"Storable-AMF","5.0","2"
"String","1.0","1"
"String-Approx","3.0","2"
"String-Buffer","1.0","1"
"String-Charcount","1.0","1"
"String-CodiceFiscale","5.0","2"
"String-CRC32","4.0","1"
"String-Diff","4.3","3"
"String-Divert","5.0","1"
"String-Iota","2.0","1"
"String-LCSS","1.0","1"
"String-Random","5.0","1"
"String-ShellQuote","5.0","3"
"String-Similarity","5.0","1"
"String-String","1.0","1"
"String-Strip","1.5","2"
"String-Thai-Segmentation","2.0","1"
"String-Tokenizer","4.5","2"
"String-Truncate","3.0","1"
"String-Work","1.0","4"
"Sub-Attribute","5.0","2"
"Sub-Call-Tail","5.0","1"
"Sub-Exporter","5.0","3"
"Sub-Install","5.0","1"
"Sub-Installer","1.7","3"
"Sub-Installer-0.0.2","4.0","1"
"Sub-MicroSig","5.0","1"
"Sub-Override","4.5","2"
"Sub-Recursive","5.0","2"
"Sub-StopCalls","4.0","1"
"Sub-Uplevel","4.0","2"
"Sub-Usage","4.0","1"
"subatom","5.0","1"
"Sudoku","1.5","2"
"SuperLog","1.0","1"
"SuperPython","3.3","6"
"SVG","5.0","2"
"SVG-Graph","2.5","2"
"SVG-Parser","1.0","1"
"svg-svg2zinc","5.0","1"
"SVG-TT-Graph","5.0","2"
"SVGGraph","3.0","1"
"SVK","4.2","5"
"SVN-Churn","4.0","1"
"SVN-Dump","5.0","2"
"SVN-DumpReloc","2.0","1"
"SVN-Hooks","5.0","2"
"SVN-Notify","4.3","9"
"SVN-Web","5.0","1"
"SWF-Builder","5.0","1"
"SWISH-HiLiter","4.0","1"
"Switch","4.0","2"
"sybperl","5.0","1"
"Symbol-Util","3.0","2"
"Syntax-Highlight-Engine-Kate","4.5","4"
"Syntax-Highlight-HTML","4.0","2"
"Sys-CPU","2.0","1"
"Sys-CpuLoad","3.0","2"
"Sys-Filesystem","2.3","3"
"Sys-Hostname-Long","1.0","2"
"Sys-Load","2.0","1"
"Sys-Mmap","5.0","1"
"Sys-SigAction","4.8","4"
"Sys-Statistics-Linux","5.0","5"
"Sys-Sysconf","1.0","1"
"Sys-Syslog","3.0","1"
"Sysadm-Install","5.0","1"
"Tangram","2.5","2"
"TAP-Formatter-HTML","4.5","2"
"TAP-Harness-JUnit","4.0","2"
"Task","3.5","4"
"Task-BeLike-BINGOS","3.0","2"
"Task-BeLike-RJBS","3.4","5"
"Task-Kensho","5.0","1"
"Task-Sites-ShlomiFish","1.0","1"
"Tcl","5.0","1"
"Tcl-Tk","5.0","1"
"TclTk","5.0","1"
"Telephony-CountryDialingCodes","4.0","1"
"template","1.0","4"
"Template-Alloy","5.0","3"
"Template-Averse","1.0","1"
"Template-Benchmark","4.0","1"
"Template-Extract","4.5","4"
"Template-Magic","5.0","2"
"Template-Multilingual","3.0","1"
"Template-Patch","4.0","1"
"Template-Plugin-Comma","5.0","1"
"Template-Plugin-Filter-Minify-JavaScript-XS","5.0","1"
"Template-Plugin-Nbsp","1.0","1"
"Template-Plugin-PwithBR","5.0","1"
"Template-Plugin-Tooltip","4.0","1"
"Template-Plugin-XML-Escape","5.0","1"
"Template-Semantic","5.0","1"
"Template-Simple","3.0","1"
"Template-Toolkit","4.6","21"
"Templates","1.0","1"
"Teng","5.0","1"
"Tenjin","5.0","1"
"Term-ANSIScreen","2.0","1"
"Term-ProgressBar","5.0","1"
"Term-ProgressBar-Simple","4.0","1"
"Term-Prompt","5.0","1"
"Term-ReadPassword","5.0","1"
"Term-Shell","4.5","2"
"Term-Shell-Enhanced","5.0","1"
"Term-ShellUI","5.0","5"
"TermReadKey","4.0","1"
"Test","2.0","2"
"Test-Aggregate","5.0","2"
"Test-Base","5.0","2"
"Test-Block","5.0","1"
"Test-Builder-Tester","4.0","1"
"Test-CheckManifest","4.5","2"
"Test-Class","4.7","9"
"Test-Class-Most","5.0","2"
"Test-ClassAPI","5.0","1"
"Test-ConsistentVersion","5.0","1"
"Test-Continuous","4.0","1"
"Test-DatabaseRow","4.3","4"
"Test-Deep","4.9","8"
"Test-Dependencies","2.0","2"
"Test-Differences","4.7","3"
"Test-Distribution","4.0","1"
"Test-Easy","2.0","1"
"Test-Exception","4.6","8"
"Test-Exception-LessClever","5.0","1"
"Test-ExistsExecutable","1.0","2"
"Test-Exit","4.0","1"
"Test-Expect","5.0","1"
"Test-Fatal","5.0","2"
"Test-Fixme","4.5","2"
"Test-Fixture-DBI","3.0","1"
"Test-FormValidator","5.0","1"
"Test-Functional","3.0","2"
"Test-Harness","4.3","6"
"Test-HTML-Content","3.5","2"
"Test-Httpd-Apache2","5.0","1"
"Test-Image-GD","4.0","1"
"Test-Inline","5.0","1"
"Test-Inspector","2.0","1"
"Test-JavaScript","4.0","1"
"Test-JSON","4.0","1"
"Test-LeakTrace","5.0","1"
"Test-LectroTest","5.0","2"
"Test-LongString","5.0","3"
"Test-Mock-LWP","2.5","2"
"Test-MockDBI","3.0","1"
"Test-MockModule","4.0","1"
"Test-MockObject","4.4","5"
"Test-MockTime","5.0","1"
"Test-More-Behaviour","1.0","1"
"Test-More-Strict","5.0","1"
"Test-More-UTF8","3.0","1"
"Test-Most","5.0","3"
"Test-NoWarnings","5.0","2"
"Test-Number-Delta","5.0","2"
"Test-PerlTidy","4.0","1"
"Test-Plan","4.0","1"
"Test-Pod","4.5","2"
"Test-Pod-Coverage","4.0","5"
"Test-Portability-Files","4.0","1"
"Test-Prereq","4.3","3"
"Test-Reporter","4.0","4"
"Test-Requires","5.0","1"
"Test-Server","5.0","1"
"Test-Simple","4.9","7"
"Test-Smart","4.0","1"
"Test-Spec","5.0","1"
"Test-Spelling","4.7","3"
"Test-Strict","4.5","2"
"Test-Sweet","5.0","1"
"Test-TAP","3.7","3"
"Test-TAP-HTMLMatrix","4.0","2"
"Test-TAP-Model","3.0","1"
"Test-TCP","5.0","1"
"Test-TempDatabase","1.0","4"
"Test-Tester","5.0","1"
"Test-Trap","5.0","2"
"Test-UniqueTestNames","5.0","1"
"Test-Unit","2.8","5"
"Test-Unit-Lite","5.0","1"
"Test-Unit-Runner-Xml","5.0","1"
"Test-use-ok","5.0","1"
"Test-Warn","4.6","5"
"Test-Without-Module","4.5","2"
"Test-WWW-Mechanize","4.2","5"
"Test-WWW-Mechanize-Catalyst","5.0","1"
"Test-WWW-Selenium","3.7","3"
"Test-XML","2.5","2"
"Test-XML-Deep","3.0","1"
"Test.php","2.5","2"
"TeX-Encode","3.0","1"
"Text-ASCIITable","3.3","3"
"Text-Aspell","3.3","3"
"Text-Autoformat","3.0","1"
"Text-Balanced","3.5","4"
"Text-Banner","3.0","1"
"Text-BibTeX","2.8","4"
"Text-ChaSen","1.0","1"
"Text-CSV","5.0","1"
"Text-CSV-Auto-ExportTo-MySQL","5.0","1"
"Text-CSV-Encoded","5.0","1"
"Text-CSV-Simple","2.5","2"
"Text-CSV-Slurp","5.0","2"
"Text-CSV_Multiline","1.0","1"
"Text-CSV_XS","4.9","8"
"Text-DeDuper","5.0","1"
"Text-Delimited","3.0","1"
"Text-Diff","4.0","1"
"Text-Diff3","5.0","1"
"Text-DoubleMetaphone","5.0","1"
"Text-ExtractWords","1.0","1"
"Text-FormatTable","5.0","1"
"Text-Iconv","5.0","2"
"Text-Levenshtein","1.0","1"
"Text-LevenshteinXS","3.5","2"
"Text-Lorem","5.0","1"
"Text-Markdown","4.0","2"
"Text-MicroMason","3.5","2"
"Text-NeatTemplate","2.0","1"
"Text-Original","5.0","1"
"Text-Password-Pronounceable","5.0","1"
"Text-PDF","2.0","1"
"Text-Pluralize","3.0","2"
"Text-QuickTemplate","2.0","1"
"Text-Replace","1.0","5"
"Text-Rhombus","2.0","1"
"Text-Sequence","5.0","1"
"Text-Statistics-Latin","3.5","2"
"Text-StripAccents","1.0","1"
"Text-Table","4.3","8"
"Text-TabularDisplay","4.7","3"
"Text-Template","5.0","3"
"Text-Textile","5.0","1"
"Text-Tmpl","5.0","1"
"Text-Toalpha","1.0","2"
"Text-TransMetaphone","2.0","1"
"Text-Tree","5.0","1"
"Text-Trim","4.5","2"
"Text-Typography","5.0","1"
"Text-Unidecode","4.8","5"
"Text-vCard","3.0","2"
"Text-vFile","2.0","1"
"Text-VimColor","4.6","5"
"Text-Vpp","2.0","1"
"Text-Xslate","5.0","3"
"Text-Xslate-Bridge-TT2Like","5.0","1"
"Text-xSV","5.0","1"
"ThousandWords","5.0","1"
"Thread-Pool","5.0","2"
"Thread-Pool-Simple","4.0","1"
"Thread-Queue-Any","5.0","3"
"threads-shared","4.0","1"
"Tie-Cache-LRU","5.0","1"
"Tie-CPHash","4.5","2"
"Tie-Cycle-Sinewave","1.0","1"
"Tie-DBI","5.0","1"
"Tie-File-AsHash","2.0","1"
"Tie-Formatted","1.0","1"
"Tie-Gzip","1.0","1"
"Tie-Handle-CSV","3.0","1"
"Tie-Hash-Cannabinol","5.0","1"
"Tie-Hash-Indexed","4.5","2"
"Tie-Hash-RegexKeys","1.0","1"
"Tie-Hash-Sorted","5.0","1"
"Tie-InsertOrderHash","3.0","2"
"Tie-IxHash","4.8","6"
"Tie-Judy","5.0","2"
"Tie-OneOff","5.0","1"
"Tie-Sub","4.0","1"
"Tie-Tools","1.0","1"
"Time-Duration","4.5","2"
"Time-Format","4.5","2"
"Time-Fuzzy","2.0","1"
"Time-HiRes","5.0","5"
"Time-Interval","4.0","1"
"Time-Local","1.5","2"
"Time-Local-Extended","3.0","2"
"Time-Mock","3.0","2"
"Time-modules","5.0","3"
"Time-Out","4.0","2"
"Time-Piece","5.0","1"
"Time-Piece-ISO","5.0","1"
"Time-Progress","4.0","1"
"Time-ProseClock","4.0","1"
"Time-Simple-Range","5.0","1"
"Time-Traveler","2.0","2"
"TimeConvert","1.0","2"
"TimeDate","3.8","4"
"Titanium","4.0","3"
"Tk","3.9","7"
"Tk-Date","4.0","1"
"Tk-DBI-Form","4.0","1"
"Tk-DKW","4.0","1"
"Tk-ForDummies-Graph","5.0","1"
"Tk-JComboBox","5.0","1"
"Tk-MDI","4.0","1"
